model_name,method,target_coverage,empirical_coverage,avg_set_size,median_set_size,singleton_rate,empty_set_rate,runtime_sec,alpha,lambda,k,q_hat,mean_per_class_coverage
AlexNet,SACP,0.95,0.9986078886310905,1.0009280742459397,1.0,0.9990719257540603,0.0,62.13597364199995,0.05,0.5,1,0.7626388888682973,0.9980121993251095
GFNet,SACP,0.95,0.9976798143851509,1.0009280742459397,1.0,0.9990719257540603,0.0,57.501753306999944,0.05,0.5,1,0.7576322641241906,0.9972141147281423
ViT,SACP,0.95,0.997215777262181,1.0023201856148491,1.0,0.9976798143851509,0.0,74.59436150099998,0.05,0.5,1,0.7366561835742858,0.9975849180116028
